GeoFips,State,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
38000,North Dakota,43938201.63,45848732.57,46320026.6,47849648.86,48574281.6,52838367.84,55493391.47,54071388.3,55493684.15,59009454.61,61227232.36,64149871.81,68132035.66,70706911.44,75575745.24,80424465.48,86829261.33,90982218.47,96183051.47,102133008.4,105472626.1,109998179.3,120447764,128424271.7,127503175,126964636.6,133092168.5,136906690.4,143578260.7,142466371,140756710.5,143653766.5,144951283.2,153038414.5,165885422.1,173403870.8,183378270.9,190560380.7,200396683.4,208480654,209914566.7,210454778,222699377.4,230653905.5,239471295,249661603.4,259729719.8,272931667.7,289233808.1,299291708.7,310085477.5,312980601.9,312713402.6,315507943.9,330382022.7,340661404.2,354094054.9,365802017.4,368087176.4,364802212.6,369583919.2,372440710.6,389000315.6,378515003.4,389974913.2,408364221
39000,Ohio,8470112.289,8169164.663,7358617.607,7429062.623,7581601.112,8399581.787,8631226.757,8589917.818,9611088.558,8852845.587,9702411.005,8809152.972,12218877.75,11229679.56,11020067.19,12626249.23,12422485.26,12059609.46,12091803.66,12879897.73,12857133.77,14200718.47,16386238.34,21558836.78,19246386.16,18505326.96,17150304.36,16726047.2,19524693.43,18000703.33,15186363.78,18028850.64,18389957.45,18769735.56,19373984.01,19345446.49,19269778.37,19114838.94,16977309.33,18171774.18,18660948.66,18115757.48,19277898.48,18965998.64,20063530.63,19562919.72,21256131.7,20391626.9,22006372.65,21723982.35,22860935.18,22698547.96,22834316.59,24272053.07,24038924.12,24643517.94,25063131.06,26985842.13,29623680.43,28960861.93,31491913.23,34557394.5,40122705.08,40044130.86,41313875.45,41165870
40000,Oklahoma,126919446.6,135788844.3,142880850.8,155640541.9,155036282.4,168075414.2,176796897,179897126,173442167.9,184059900.7,188255732.8,189930735.1,198109749.1,203617106.6,214568752.9,228415013.5,242390760.6,246302751.3,260682888.6,270048993.7,269523673.9,274749491.9,288811922.4,301393000.5,297311124.8,291287936.7,301930807.7,313961975.9,322646712.6,320059676.7,307857233.5,303392388,298878773.5,306980456.2,324972005.8,333339327.7,342649339.5,346367953.9,356713973,366139404.2,367815136.1,360559307.8,373283604.3,377652444.3,388515254.9,395616420.1,402684825.4,416956927.6,434361617.6,439445400.7,447815407.9,448324965.4,448017222.3,450414018.1,455972745,454735624.4,464534928.8,468440005.8,464510817.2,452540046.9,456294185.8,472073882.6,480899625.6,479765100.3,490276230.3,504992961
41000,Oregon,25577605.96,26652224.36,28626153.02,29478354.67,29339532.63,31108401.65,32601784.2,33023460.52,34601127.68,35846695.43,36988865.01,37884908.26,39104273.29,39900069.18,42184346.83,44484893.05,46386575.12,49137229.03,51628915.92,54505785.55,56834813.45,59328802.09,63063787.95,67315198.17,67471590.93,69132462.14,71932722.54,75081482.58,79197289.34,82552387.75,83796931.76,88719024.87,93317520.26,92496931.31,95090018.21,95642485.38,94343247.95,90656621.9,90824736.09,92379191.61,92392931.46,91316324.43,94433321.69,95337217.8,97122963.07,98598706.52,101423816.1,104653528.8,109624576.5,111475404.6,117919616,123298422.2,123227135.6,124374557.4,128225957.3,133320946,141647015.4,143591262.8,152426296.2,142015361.4,146903260.7,155749971.7,163723521.4,164503755.1,169428695.4,173186712
42000,Pennsylvania,25322522.56,26394249.58,27515464.52,27756412.85,27335796.19,29681647.75,31374053.57,30430325.85,30410503.09,32662123.61,33187712.88,34124035.07,35898225.95,37346280.71,39693344.03,42456381.18,44496620.59,45782714.65,47857989.07,50259377.35,51747310.74,54482260.92,59153619.84,62720015.07,64048589.49,65131734.13,69494892.31,73009453.37,77857732.51,79083062.84,77162020.54,75555901.18,72955217.86,75010916.47,78054265.07,79062040.44,81867795.44,83155152.77,86984784.2,91414543.88,93704719.91,94598263.32,98251804.08,102220937.8,106821789.9,111842134,117181942,121726105.5,127259849.6,130171548.9,136324968.8,136182011.9,135655060.8,137214259.1,141017502.6,142223423.4,149094984.2,151687659.8,152468422.5,148910067.4,149273299.2,152873945.1,157297399.4,157568124.7,163847088,173170241
44000,Rhode Island,161134827.3,164636320.1,169563750.6,180994037.4,175758537.8,187036712.3,199208727.8,203022765.1,198431641.2,206792079,210412186.1,212818697.9,219737259.9,224931875,237462232.6,250547743.7,262608588.7,272594940.6,284158360,292971075.7,298192908.1,303086454.4,320480257.1,330498784.2,326943350.7,327358531.9,337745030.3,347991816.9,356607079.1,354370936.7,342208302.9,342305299.3,344248552.9,349699450.8,361984824.6,371090529.7,383514359.6,392062206.8,407754175.4,421333314,422884521.8,422569256.3,433099111.5,436371144.1,439993085.9,447569712.9,457218912.8,469455561.1,487432710.6,497667562.6,515570331.8,518878351.1,521621511.7,526897082.7,539541624.2,542583456,561903324.2,575687893.8,578633476.1,570757078.4,579147697.1,591091653.2,603532118.6,598549315.2,610402884.7,629709649
45000,South Carolina,12379928.99,12710875.3,13157564.97,13966195.66,13893707.45,14854324.12,15238424.19,15131646.06,15449358.55,16153979.16,16137646.76,16724395.14,17805737.31,18318370.06,19256339.13,20467034.95,21742725.23,22864540.34,23977811.18,24144657,24955031.24,25314673.84,26702221.81,26827148.16,25304021.46,25113255.18,25927456.25,26629376.22,27163922.19,27110771.66,26852314.63,27125221.53,27432087.23,28673471.87,30294602.74,31463008.9,33191633.61,34382975.43,36410421.31,37839397.06,36826762.1,35559599.6,36136721.73,36589565.81,36571468.81,37498254.28,37738602.05,39063166.06,41117322.37,41985141.59,43677100.48,44670917.86,45921827.68,47109603.26,47948342.11,47423770.36,48467821.48,49180761.15,48650379.37,47820807.2,48918260.54,49098330.92,50077710.19,49454399.75,51087443.69,52905465
46000,South Dakota,19663697.43,22956646.18,24212458.22,24781032.81,23323521.31,24873386.46,25495178.01,25781207.87,25972134.23,27830112.6,28724842.92,29852243.59,31658933.61,33051997.41,35037160.36,38109406.63,41626330.09,43536602.48,46343709.25,49047813.61,51090651.48,53613549.72,58306584.59,62189465.33,63403234.99,63231853.43,66779723.03,68505035.24,71929868.27,72385687.18,71423847.6,72855135.49,72967031.87,76830795.34,82048501.1,84880393.67,89038883.18,92077171.6,96103890.06,99825858.61,101701370.6,101772400.7,105278021.9,107434708.2,111133130.7,114437117.2,118212546,122966357.1,130093819.7,134099061.4,139265781.3,140680844.8,142134880.2,143827298.7,148651049.8,152370389.4,159764111.7,164817734.3,166769772.9,164794457.6,165558443,168496050.1,172882572.5,172219442.5,177452657.4,186285746
47000,Tennessee,8375974.251,9093038.697,7912468.2,8536278.218,8699651.713,8139685.571,8577296.676,9737248.794,9730745.237,8795301.769,10597334.35,10555738.38,11907114.07,11395653.43,11029777.24,12214539.42,12841661.53,12650576.58,13007922.04,13433923.35,13821004.94,14503035.12,16222123.91,19269450.07,17408648.65,17625848.5,16470569.59,17541984.09,18775148.98,18542936.85,16450248.3,17332724.67,17276618.6,17435294.16,18914150.5,18763069.73,19239104.57,19537989.4,19554273.15,20101042.86,20878624.42,20870347.47,21947356.93,22284228.44,23399274.62,23226309.84,24931869.59,24886321.3,26487427.69,27363157.4,28367215.85,28849939.43,28575789.26,30439373.24,31477375.81,31474958.32,31206207.26,33714998.95,35272371.85,34471721.24,35667316.11,38419640.25,38587282.04,38514960.83,38677056.32,38637376
48000,Texas,34004710.97,35144461.42,36073012.5,38416194.72,38610351.25,40938664.04,43262591.02,43813823.93,44371476.9,47236901.67,47692488.67,49972489.89,52500026.78,54952329.48,58314691.67,62541653.22,66958187.66,69508187.32,74318961.98,76315282.61,78457513.95,83002376.07,90499424.28,96696978.55,96381150.57,96398739.22,101951762.9,106075632.5,112382403,112503116,109304997.6,110262621.2,110436103.8,114225231.6,121839211.6,126078102.7,132531576.2,137720474.2,143791734.5,147313372.9,148583861,149814897.4,159221489.5,164576880.8,170639352.8,178188029.1,182803633.3,189280401.4,205043685.9,209529842.6,215918993.7,216628417.6,218491441.7,221867813.7,229352118.7,230450024.7,236742524.7,241628524,242826432.5,240129124,245979740.6,251632944.7,260803721.7,259873627.3,265279687.4,277706507
49000,Utah,106461368.5,112685247.6,119495617.7,121549303.8,124267475.6,134307151.1,141560703.7,146547670.1,146962128.4,154227768.2,155644283.5,162923829.1,169321169.8,174429012.9,184545725.4,195450260.3,207905482.1,220193285,235311628.6,248277109.3,258627519.8,268830375.7,289026156.3,309008335.4,313798450.4,327343724.9,348625572.7,365093974.1,391769183.6,405436624.7,410289661.4,437371623.8,452745435.2,466614337.5,490396184.6,509429999.8,511978510,503889627.3,513428202.9,523849476.1,537150825.6,539436944.3,566444620.6,581953175.9,599909922.4,624398785.4,652066221.3,694533365,747437849.8,773499668.7,817718787.2,847898174.5,838067248.3,851643328.4,873219486.9,921374140.6,976428404.3,1007755818,1067541728,1014840538,1050484784,1114791076,1171928542,1181370171,1232545859,1284262294
50000,Vermont,9477660.738,10260657.37,10693804.56,10879248.96,10780801.95,11967412.84,12844578.63,13479384.53,13576735.62,14472950.34,15210557.97,16119629.22,17345861.55,17805251.49,18488373.46,19271461,19943071.25,20426167.64,21057434.82,21846463.96,23010355.62,24688305.21,26723332.2,27973509.71,28186186.64,28821364.12,30794910.67,32689118.68,34900865.94,35419624.6,35012001.67,35786292.05,36634789.27,37969404.73,40145300.72,41587311.21,42855428.71,43274426.16,44181283.11,45302380.01,46672720.29,48070801.24,50554026.61,53000593.36,56056598,59456857.54,62871434.57,66461316.74,70598314.03,73310647.04,76557102.12,78584677.99,79514710.85,80004227.88,83002833.95,87685295.95,94377739.27,99903375.38,101175144.5,97567670.16,98351188.71,102090937.8,106094802.5,107921218.4,110973451.7,116992288
51000,Virginia,4366010.496,4638851.144,4669449.557,4859452.139,4896066.337,5117099.747,5516622.958,5540057.288,5491191.813,5860053.92,6085235.314,6278469.352,6524387.364,6675227.505,7060545.287,7618546.534,8417461.241,8838548.434,9336651.308,9710347.536,10076191.32,10450214.13,11169981.81,11532387.77,11233822.15,11251606.7,11827206.62,12047867.45,12838603.81,12980562.47,12855635.25,13129576.27,13377671.76,13840122.26,14641765.1,15281219.51,16175651.19,16976415.65,17824521.88,18813054.26,18506760.67,18074429.16,18782005.87,18926048.57,19388321.66,19879643.8,20343990.89,20958218.63,22165794.94,22968820.96,23960711.96,24554148.84,24784612.1,25292425.43,26175739.66,25894584.2,26800881.86,27411190.6,27560519.68,27106421.58,27253344.14,28208874.25,28626262.56,28597416.53,29124573.19,29967864
53000,Washington,43359122.87,47444668.31,50710574.23,52138396.02,52655749.59,55821562.86,59523029.02,60740329.72,61022954.51,64746056.06,65689766.01,69298206.05,74027127.2,78572715.61,85606396.43,90976191.44,95740734.76,101595839.7,107853448.4,115413284,118436106,125408433.6,134834951.1,141990644.3,141750901.4,142797865.6,148946573,154973025.7,163455331.5,163526046.4,162700322.5,165527343.2,168593132.1,176721338.7,188518524.4,197215094.2,208882723.1,217600314.9,228671393,235790075.8,234921401.6,235006793,243049271.9,248214222.7,254524758.1,259654316.4,264763400.4,275836932,290166659.1,303537337.6,317523149.4,324764951.9,327893080.6,339207473.4,354116573.8,368157858,382398382.8,393597561.9,393388099.1,389290102.2,396142947.1,407534611.6,417168461.7,411942764.7,419682473.5,437111414
54000,West Virginia,41933086.98,42974017.19,44900428.93,47100311.18,48018287.3,50707938.77,52482866.01,54035034.44,53637800.03,56512126.21,57562092.75,59910089.51,63988719.51,64638284.8,66831698.78,70914869.4,77938490.31,82789881.98,88444030.96,91637023.77,91407933.46,92208081.24,96336155.03,102105679.8,104318864.3,108146447.2,113384421.6,118174763.6,127861932.4,131855433.3,131716352.9,133257494.3,132974264,137218936.1,141177004.3,144796403.5,152171159.5,155822678.9,162923955.1,171956319,179269917,184111699.3,193015417.3,196938191.3,201974452.4,207637108.3,216927499.5,228753138.7,246919663.3,258317191.4,267505474,266285605.7,268153721.7,272552227.1,285188966.2,286702025.4,301123913.2,317273969.2,321184916.7,311202924.4,313798389.5,322038604.4,337052660.7,336800612.7,350737552.6,366789878
55000,Wisconsin,20790885.37,21395761.61,21854613.1,21897663.3,20623880.06,22005684.17,24027964.36,24929026.32,24117939.58,24776828.66,24740258.85,24824494.71,25640342.1,26410788.82,27803049.81,29249312.38,30173119.99,31004754.38,31530487.29,31890346.73,33591613.06,35310581.98,37868710.74,38978411.87,38906768.43,40290004.38,42439543.39,44563822.92,46097927.09,46181283.54,44750955.41,44226441.34,44136512.41,43903955.84,45259411.29,45511819.31,45782089.1,45277883.29,46381111.42,46884673,47367254.45,47342370.73,49527129.76,49863019.72,50686294.96,50918637.39,51470123.79,52422284.45,53672232.1,53802450.69,54991737.37,56189970.83,57576765.15,57589259.68,58112777.88,58239756.56,60857791.1,61461983.65,63607709.45,64159016.08,64702454.05,66868567.19,67788392.95,66313551.83,66936207.49,68328638
56000,Wyoming,51023446.2,54681408.09,56098149.52,57411899.99,56607607.16,61318570.79,65248497.07,66205039.22,65594602.37,70565108.49,71705593.78,73284657.6,76665840.6,78263973.86,83253046.99,88731723.22,94337023.53,96626260.29,101411265.1,105998516.7,107565693.9,110646570,117220925,123119932.6,121807449.7,122386499,126935645.7,133181893.9,138311317.6,139168602.6,135344047.6,133816807.5,132883784.9,135528647.9,142904721.4,145474067.3,150742539.5,153506117.3,156561575.3,162999316.6,163469623.9,162940101.8,170947730.8,174593017.5,180749516,184728003.1,189829558.9,196826584,207185836.8,210962963.2,217335550.1,220508357.8,222825501.1,225181869.1,230736895.2,230940958.2,237827360.7,241631098.3,242062286.2,240010505.6,240028255.9,245649913.2,250955810.6,249715103.1,254706774.4,263301072
,,5070364.044,5329108.46,5170288.838,5130308.42,4964484.069,5402944.018,5709896.379,5868338.486,5783542.851,6069239.748,6255831.502,6517016.261,6677820.555,6744922.896,6864853.348,6973491.601,6949770.045,7212789.222,7389536.22,7826081.76,8191564.085,8716964.408,9497055.72,10436685.93,10998973.4,11422470.41,11942307.74,13089928.72,14536390.75,15258896.55,15680072.49,16246931.28,16094768.33,15424247.75,15421617.18,15565357.96,15183700.44,14091947.97,13805917.68,14431831.33,14800115.82,14904519.95,15325906.08,15713840,16029325.37,16317370.05,16547989.16,17322970.02,18147837.68,18949548.98,19702617.59,20347811.75,20713306.93,21660507.02,22799823.34,24437384.75,27151825.73,27823006.81,29414836.47,26690675.97,27509683.93,29391194.36,31060076.8,30732360.21,31923078.01,32417226
